"","study_order","ManiCheck","Exp1_check","Exp1_check_DO_1","Exp1_check_DO_2","Exp1_check_DO_3","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"299","Exp2First",2,1,2,1,3,3,2,2,3,7,6,3,1,5,6,3,NA,NA,NA,NA,5.1875,3.75,6,6,3,47,2,"United States","TX",2,7,6,"3WJEQKOXA833TOII5AJHETELYSS1AD","3L2OEKSTW9BKEM3DUY0A75NHD07Y8O","","","Dissonance_no_write",5,6,3
"300","Exp2First",4,1,2,1,3,4,4,3,3,8,2,2,1,8,2,2,NA,NA,NA,NA,4,3.5,5.5,1,2,62,2,"United States","United States",4,7,7,"36ZN444YTRZ3VY8HN0957NFC4B8OIS","37M4O367VJJ1XNVXDX5W1QQJ20T5M4","","","Dissonance_no_write",8,2,2
"301","Exp2First",2.5,1,1,3,2,1,2,1,3,8,1,2,NA,NA,NA,NA,1,4,2,3,3.8125,3.91666666666667,4.5,1,11,59,1,"USA","USA",2,7,7,"339ANSOTR53K57N2P8HC06Y3K6ZIK3","306W7JMRYYZO1EA2K6MQZUPGSRQ8BK","","","Dissonance_no_write",4,2,3
"302","Exp1First",3.5,1,3,2,1,5,5,5,3,7,4,4,1,6,6,6,NA,NA,NA,NA,3.25,3.75,5.5,2,8,64,2,"usa","usa",4,7,2,"3VP0C6EFSGXZ2BS48JL3IG020KZM6I","3TLFH2L6Y9PDBL2U4B4APXIZCYY2T1","","","Dissonance_no_write",6,6,6
"303","Exp2First",3,1,1,2,3,7,5,5,3,6,5,5,1,6,7,7,NA,NA,NA,NA,4.25,4.08333333333333,5,1,0,31,1,"US","US",4,7,5,"3ZWFC4W1UU8MIKY7EKKOYL7PZ60FR1","3P520RYKCH7KAV06MZWIS07DFMW5UW","","","Dissonance_no_write",6,7,7
"304","Exp1First",2.66666666666667,1,2,1,3,1,1,2,3,9,2,1,NA,NA,NA,NA,1,3,2,2,5,3.83333333333333,7,6,6,60,1,"usa","usa",4,7,5,"3UNH76FOCS61LV2AE2GV17KVZUTMYJ","3J9UN9O9J3TC183BDUMS432BHYN0JA","","","Dissonance_no_write",3,2,2
"305","Exp1First",4.16666666666667,1,2,3,1,3,4,5,3,6,5,6,NA,NA,NA,NA,1,2,6,6,3.75,3.08333333333333,5.5,3,4,33,1,"United States","United States",3,7,5,"3Z2R0DQ0JHFD8MHQ4JLHFVEHBD7E25","3N5YJ55YXG44LBSEKUBDMGV5Z43NAR","","","Dissonance_no_write",2,6,6
"306","Exp1First",2.5,1,3,2,1,1,1,1,3,8,2,2,1,4,7,5,NA,NA,NA,NA,4.25,4.25,1,1,5,54,2,"United States","United States",3,7,5,"39N5ACM9HEOS5XRFY6G7JULZVQKP9U","38VTL6WC4AE1R4KBW0T7VLDQBA75YU","","","Dissonance_no_write",4,7,5
"307","Exp2First",3,1,1,3,2,2,2,2,3,2,2,2,NA,NA,NA,NA,1,3,3,3,2.75,2.25,2,6,5,41,2,"usa","usa",4,7,6,"31QTRG6Q2TE76YZN6I8NIBEQ4Z8PYM","31GN6YMHLPTY81NMTVOR3Z22EMESWJ","","","Dissonance_no_write",3,3,3
"308","Exp1First",4,1,3,2,1,2,2,1,3,7,4,3,1,3,4,6,NA,NA,NA,NA,4.9375,4,3,0,15,68,2,"USA","USA",3,7,6,"3YDTZAI2WXHORZ21W99Q1QSL6I414A","3KVQ0UJWPXMX2ZPBHZBJAOSA0275WV","","","Dissonance_no_write",3,4,6
"309","Exp2First",2.66666666666667,1,3,2,1,3,2,3,3,3,7,8,NA,NA,NA,NA,1,2,8,9,4.25,3.5,7,5,0,48,1,"USA","USA",5,7,5,"38SKSKU7R1YVPD5KA8TDF6BI96DILF","3P520RYKCH7KAV06MZWIS07DFMW5UW","","","Dissonance_no_write",2,8,9
"310","Exp1First",1.5,1,1,2,3,2,2,2,3,7,3,2,NA,NA,NA,NA,1,2,6,5,4.4375,4.16666666666667,5.5,12,0,38,1,"United States","United States",2,7,5,"3Z7EFSHGN9FZC409WH0FFX8A3A2XCD","3FK4G712NX151K6D9QEQ6AZH89ISS4","","","Dissonance_no_write",2,6,5
"311","Exp1First",3.16666666666667,1,2,3,1,3,3,4,3,8,1,2,1,3,2,4,NA,NA,NA,NA,3.875,4.25,6.5,2,3,55,1,"United States of America","United States of America",4,7,4,"3JZQSN0I3QBVTUPTY9QCZHTIXX0FGG","3Z8UJEJOCZEJCOPZA5DYH7MFO5V39D","","","Dissonance_no_write",3,2,4
"312","Exp2First",3.83333333333333,1,2,3,1,2,2,2,3,6,2,2,1,8,4,2,NA,NA,NA,NA,3.9375,4,4,0,3,66,1,"USA","USA",4,7,5,"3Z7ISHFUH0WM5WABGN8VAWS2LJGZ87","3FO95NVK5C1T0560U1ELG0ULM7ZSRG","","","Dissonance_no_write",8,4,2
"313","Exp1First",2.66666666666667,1,1,2,3,1,1,1,3,4,6,7,NA,NA,NA,NA,1,2,3,4,3.375,4.41666666666667,7,3,4,48,2,"United States","united states",2,7,7,"32EYX73OY0AB12VX99FNKL8S9TSRUP","30EV7DWJTVWXA8KP1J3CNRRQ75HY62","","","Dissonance_no_write",2,3,4
"314","Exp2First",3.33333333333333,1,1,2,3,1,1,2,3,7,2,1,1,7,2,1,NA,NA,NA,NA,4.25,3.91666666666667,3.5,4,1,31,1,"usa","usa",4,7,4,"3KWTYT08704JDPA53OAJQX7D4KCL5D","3NOEP8XAU43GK9CKBJGJADBY04DPXT","","","Dissonance_no_write",7,2,1
"315","Exp1First",2.33333333333333,1,3,1,2,5,3,4,3,7,7,3,NA,NA,NA,NA,1,5,3,5,3.4375,4.16666666666667,6.5,5,4,32,1,"US","US",4,7,4,"3TESA3PJ31B1REDWVZSK7CXOQKXMMB","382GHPVPHSSIFIJNTAH70ZBZ2DH34H","","","Dissonance_no_write",5,3,5
"316","Exp1First",3.66666666666667,1,3,2,1,1,1,1,3,8,1,1,NA,NA,NA,NA,1,4,5,5,3.0625,4.41666666666667,7,9,6,35,1,"United States of America","United States of America",4,7,4,"3X4JMASXCMA8592SF5FDVZFHBIYB06","3ICOHX7ENCC4QSHJZTB17NPJCQR0EP","","","Dissonance_no_write",4,5,5
"317","Exp1First",3.5,1,3,2,1,4,3,4,3,6,4,3,1,5,6,5,NA,NA,NA,NA,3.625,3.41666666666667,5,0,2,26,2,"Romania","United States",5,7,7,"3LS2AMNW5FRGCWW008EEGP6YVLJOQP","3JAOYN9IHL3XXM0JTWCOQUJTODL33W","","","Dissonance_no_write",5,6,5
"318","Exp1First",3,1,1,3,2,1,2,1,3,4,2,2,1,3,5,5,NA,NA,NA,NA,4.375,3.75,6.5,1,8,64,2,"United States","United States",4,7,7,"3SEPORI8WN00OK3QDLS96NYXB81ZAY","3NOEP8XAU43GK9CKBJGJADBY04DPXT","","","Dissonance_no_write",3,5,5
"319","Exp2First",4.33333333333333,1,2,3,1,1,1,1,3,9,1,1,1,6,5,4,NA,NA,NA,NA,3.5,3.41666666666667,6.5,6,6,60,2,"United States","United States",4,7,7,"3QRYMNZ7FYIBMROGGX8W65HGPJGNTS","3JGHED38EDSGE8YUKT84T5RM2G1Y71","","","Dissonance_no_write",6,5,4
"320","Exp2First",2.83333333333333,1,1,3,2,3,2,2,3,8,1,1,1,6,3,3,NA,NA,NA,NA,4.3125,3.75,5,0,12,26,1,"United States","United States",4,7,4,"3M0BCWMB8VX1DZ3D8C8Y2UOLCOTWBB","37ZQELHEQ0Z5NC13HX1IV7Q5TLSNMB","","","Dissonance_no_write",6,3,3
"321","Exp1First",4.16666666666667,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,6,5,3.875,4,2.5,3,13,58,2,"United States","United States",4,7,7,"3FFJ6VRIL1PISHGYLF7UHMJU69VI01","3JGHED38EDSGE8YUKT84T5RM2G1Y71","","","Dissonance_no_write",3,6,5
"322","Exp2First",3.5,1,2,1,3,2,2,3,3,9,1,1,1,7,1,1,NA,NA,NA,NA,2.875,3.5,5,3,10,76,1,"USA","USA",4,7,7,"3L70J4KAZGNXLJYUL33CFVFUNQBADU","3ICOHX7ENCC4QSHJZTB17NPJCQR0EP","","","Dissonance_no_write",7,1,1
"323","Exp1First",1.66666666666667,1,2,3,1,2,2,2,3,7,5,5,NA,NA,NA,NA,1,2,7,7,4.625,3.91666666666667,6,13,0,35,2,"United States","United States",4,7,5,"3WMOAN2SRBYQZJS5LS8B7N51M4HNVT","351S7I5UG9XFM4VIE0OQFFYOPRXNJ7","","","Dissonance_no_write",2,7,7
"324","Exp1First",2.33333333333333,1,2,1,3,4,3,3,3,3,6,7,1,2,7,7,NA,NA,NA,NA,4.375,3.08333333333333,6,6,2,39,2,"United States","United States",3,7,6,"3VNXK88KKCJ5AHOBKIP6PMAHHF19VH","33EEIIWHK789GW84BHUQMX4NPPRVQN","","","Dissonance_no_write",2,7,7
"325","Exp1First",2.16666666666667,1,2,3,1,5,4,4,3,7,5,3,NA,NA,NA,NA,1,2,9,8,4.375,3.91666666666667,5.5,2,1,25,2,"United States","united states",2,7,7,"32EYX73OY0AB12VX99FNKL8S9U1UR3","3U74KRR67MM907RNQU2UHLLXNTONTC","","","Dissonance_no_write",2,9,8
"326","Exp2First",3.83333333333333,1,2,3,1,2,1,6,3,9,1,1,NA,NA,NA,NA,1,2,5,3,4.5625,3.75,6,5,7,42,2,"United States","United States",3,7,7,"3YDGXNSEOZV62ZMMVUI5G0FTKPR84K","3U74KRR67MM907RNQU2UHLLXNTONTC","","","Dissonance_no_write",2,5,3
"327","Exp1First",2.66666666666667,1,3,1,2,1,1,1,3,9,1,1,1,7,1,1,NA,NA,NA,NA,3.8125,3.5,5,4,8,41,2,"United States","United States",4,7,5,"323Q6SJS8IH9TQK4IF8UKH5JCYTHFZ","306W7JMRYYZO1EA2K6MQZUPGSRQ8BK","","","Dissonance_no_write",7,1,1
"328","Exp2First",3.5,1,3,2,1,1,1,1,3,7,1,1,1,5,5,5,NA,NA,NA,NA,3.6875,3.58333333333333,5,1,9,24,2,"USA","USA",3,7,6,"3MMN5BL1WZ505S5MPHN5BDOIQQAM3J","31KPKEKW4AE6JP5ZP29B6FJY9SW0B5","","","Worthy",5,5,5
"329","Exp2First",4.5,1,3,2,1,1,1,3,3,9,1,1,NA,NA,NA,NA,1,5,1,2,4.75,3.16666666666667,6,1,10,58,2,"US","US",3,7,6,"3XC1O3LBOSNLYRLV4KSHTDDRKKXLTX","3XH7ZM9YX2VBVQA1LVEUZ5PVUIT9R3","","","Worthy",5,1,2
"330","Exp2First",3.66666666666667,1,2,3,1,2,2,2,3,9,1,9,NA,NA,NA,NA,1,3,2,5,4.3125,4,5,4,11,26,1,"United States","USA",4,7,7,"3OS4RQUCR9GZ2DHIINYYY62LHHBBFS","3TC2K6WK9G3UD1A61DTFY1MCYKV28S","","","Worthy",3,2,5
"331","Exp2First",4.16666666666667,1,1,3,2,5,5,4,3,7,2,2,1,4,5,4,NA,NA,NA,NA,4,4.41666666666667,5.5,8,9,36,1,"United States of America","United States of America",4,7,6,"35L9RVQFCOJYC8HUD43T6H6MMHVUHQ","3XH7ZM9YX2VBVQA1LVEUZ5PVUIT9R3","","","Worthy",4,5,4
"332","Exp2First",2.66666666666667,1,2,3,1,5,2,1,3,5,4,3,1,1,7,9,NA,NA,NA,NA,4.5625,3.33333333333333,7,13,6,33,1,"United States","United States",3,7,3,"31HQ4X3T3SBKJR8GFKNRJ8H5I1JLS8","3TC2K6WK9G3UD1A61DTFY1MCYKV28S","","","Worthy",1,7,9
"333","Exp1First",4.5,1,1,3,2,3,3,6,3,9,1,1,1,6,1,1,NA,NA,NA,NA,2.75,4.91666666666667,4.5,2,17,41,1,"usa","usa",3,7,4,"3VFJCI1K4Z0SWKU2P4Q6G6710J7GR4","3GMLHYZ0LEYICJAQX11F3X56ARUUYV","","","Worthy",6,1,1
"334","Exp1First",3,1,2,3,1,2,3,5,3,6,5,4,NA,NA,NA,NA,1,3,6,5,4.5625,3.75,4.5,3,3,34,1,"U.S","U.S",4,7,5,"3WSELTNVR33428UR7T3RKZXGQ9RTAI","3U18MJKL1UNSEQPC4874SBLTZ7JNCO","","","Worthy",3,6,5
"335","Exp2First",3,1,2,3,1,5,5,5,3,8,1,2,NA,NA,NA,NA,1,6,5,5,2.75,3.33333333333333,4,6,10,34,2,"usa","usa",2,7,4,"31Q0U3WYDPGLAMKKY77X42CVXIU17Q","3XD2A6FGFNVNW5AE0KEZPFURGLOS9O","","","Worthy",6,5,5
"336","Exp2First",3.16666666666667,1,1,2,3,2,1,1,3,6,1,3,NA,NA,NA,NA,1,3,3,8,3.625,3.91666666666667,6.5,9,3,24,2,"United States","United States",2,7,2,"3ZAK8W07I4FN18BYFWW80P7501M0UP","38G0E1M85M618PFLSQEVWY1CSASUVM","","","Worthy",3,3,8
"337","Exp1First",4.16666666666667,1,1,2,3,7,6,6,3,5,5,2,NA,NA,NA,NA,1,3,9,3,3.9375,4.5,4,4,1,42,1,"USA","USA",5,7,7,"324G5B4FB39L3XZ22O3XQXTLSQO07M","3SMIWMMK616ENEFQI0JRI0KQZJUWUY","","","Worthy",3,9,3
"338","Exp2First",3.5,1,2,1,3,5,4,5,3,7,7,6,1,4,6,6,NA,NA,NA,NA,3.8125,3.58333333333333,3.5,0,0,38,1,"United States","United States",4,7,6,"3T111IHZ5ERDHA7UBYKWOPLEW6CR9O","3BO3NEOQM0IC7AHNNEYLH8ZOD54IA1","","","Worthy",4,6,6
"339","Exp2First",4.5,1,3,2,1,1,1,2,3,8,2,2,NA,NA,NA,NA,1,5,2,2,4.125,3.66666666666667,5,0,8,36,1,"United States","United States",4,7,7,"32KTQ2V7RDGMKUU26QOF2QR4QJDM9V","3WKGUBL7SZNZVM9CZGL7WL5G2Z34LR","","","Worthy",5,2,2
"340","Exp1First",4.5,1,1,2,3,5,5,5,3,7,3,3,1,7,3,2,NA,NA,NA,NA,4.6875,3.58333333333333,5,2,10,35,2,"USA","USA",3,6,6,"3X87C8JFV6CVAOOT7PVN0UGZS8YSQY","3GONHBMNHVZZ41FMKLCCQUXE3ZVZMZ","","","Worthy",7,3,2
"341","Exp2First",3.16666666666667,1,2,1,3,1,1,1,3,8,1,1,NA,NA,NA,NA,1,1,9,9,3.9375,3.58333333333333,4.5,7,8,62,2,"United States","United States",1,7,4,"3E7TUJ2EGCNJG0OPTXPCJ04AH5L9D0","351S7I5UG9XFM4VIE0OQFFYOPRSNJ2","","","Worthy",1,9,9
"342","Exp1First",4,1,3,2,1,2,1,1,3,8,2,1,NA,NA,NA,NA,1,3,6,5,4.3125,3.83333333333333,6.5,2,6,33,1,"USA","USA",4,7,6,"30H4UDGLT2J7CHA9NFKCOGRJVNVMPQ","3L84EBDQ3739PIGXZ8WMO2HXALNKKT","","","Worthy",3,6,5
"343","Exp1First",2.5,1,2,3,1,2,1,1,3,6,6,5,NA,NA,NA,NA,1,1,7,6,4,3.58333333333333,5.5,7,3,36,2,"USA","USA",1,7,5,"386PBUZZXFYRKOPQSQEDR7QIMJZJLL","3IWA71V4TIH8A3UFWNHA4DKH5ZIX6Q","","","Worthy",1,7,6
"344","Exp1First",3.83333333333333,1,2,3,1,1,1,3,3,7,1,1,1,5,4,5,NA,NA,NA,NA,3.9375,4.16666666666667,4.5,1,5,25,1,"United States","United States",5,7,6,"3ZOTGHDK5ICSPCBDSC3JBPLZD7GSOQ","3XBYQ44Z6P5ZN101IVTHD4YOG5NWT7","","","Worthy",5,4,5
"345","Exp1First",3,1,2,3,1,2,1,3,3,8,2,1,1,8,2,2,NA,NA,NA,NA,3.8125,3.33333333333333,3.5,1,19,35,1,"USA","USA",2,7,2,"3L4PIM1GQTHSIBF2JACCN6E55FXRYD","367O8HRHKG9MZZ42JPI887JBUTAS4S","","","Worthy",8,2,2
"346","Exp1First",3.83333333333333,1,2,1,3,1,5,5,3,9,1,1,1,6,5,4,NA,NA,NA,NA,3.625,4.08333333333333,5.5,4,7,65,1,"USA","USA",4,7,6,"3QBD8R3Z21K9NR922B71DM5TZREO4G","3GONHBMNHVZZ41FMKLCCQUXE3ZVZMZ","","","Worthy",6,5,4
"347","Exp1First",4,1,2,3,1,1,2,1,3,6,3,2,1,4,1,3,NA,NA,NA,NA,4.25,3.33333333333333,6,6,3,48,2,"United States","United States",4,7,5,"3PB5A5BD0V7IE1ANGQS0BPG1Z7E7GX","3L84EBDQ3739PIGXZ8WMO2HXALNKKT","","","Worthy",4,1,3
"348","Exp2First",4.5,1,3,1,2,1,1,1,3,5,1,1,1,1,1,1,NA,NA,NA,NA,5,4.25,7,3,18,29,1,"USA","USA",3,7,7,"3WQ3B2KGE8H8CYNABOJD94YRG8LB1M","3IWA71V4TIH8A3UFWNHA4DKH5ZIX6Q","","","Worthy",1,1,1
"349","Exp2First",4.16666666666667,1,2,3,1,3,4,3,3,2,5,3,NA,NA,NA,NA,1,3,3,2,3.3125,4.08333333333333,4,2,6,32,1,"United States","Wisconsin",5,7,7,"3IRIK4HM3ALMTPGDVURPFKVQ642C6T","38G0E1M85M618PFLSQEVWY1CSASUVM","","","Worthy",3,3,2
"350","Exp2First",4,1,2,3,1,3,3,3,3,4,6,6,1,4,6,6,NA,NA,NA,NA,4.75,4.08333333333333,5.5,0,0,31,1,"United States","United States",4,7,4,"34YB12FSQYP1Z4HAKWUPU7DRUW9MGN","3UAU495MIIT6I56ORESH1674WHVUOK","","","Worthy",4,6,6
"351","Exp2First",2.83333333333333,1,1,3,2,2,1,2,3,9,1,1,NA,NA,NA,NA,1,8,1,1,4.3125,3.66666666666667,6,2,18,31,2,"United States","United States",1,7,7,"3D4CH1LGEAUMSKYGVNQKPL77UX1G9H","3M0556243SLZH29MVAX50H6WWKBNFZ","","","Worthy",8,1,1
"352","Exp1First",4,1,3,2,1,1,1,1,3,8,1,1,1,4,2,2,NA,NA,NA,NA,4.0625,3.5,5,1,16,35,1,"United States","United States",1,7,4,"3PW9OPU9PQLEOLNESVQ28BVNM2812A","3KL228NDMVN4NWKE9HB7QAP4346KGQ","","","Worthy",4,2,2
"353","Exp2First",3.16666666666667,1,1,2,3,4,3,3,3,7,1,3,1,6,3,2,NA,NA,NA,NA,3.5625,4.25,3.5,5,11,37,2,"USA","USA",2,7,5,"38JBBYETQOBNB0WD8X458ABFVP94ET","3PA41K45VN5M5U6TT6CLGEYAYBTP7T","","","Worthy",6,3,2
"354","Exp2First",3.33333333333333,1,2,1,3,1,1,1,3,9,1,1,1,2,5,7,NA,NA,NA,NA,3.5,3.41666666666667,4.5,7,2,36,2,"USA","USA",2,7,5,"3SB4CE2TJVWBJP3BC34O92IM35GAXJ","3MG8450X2OBO35IP6E5WQ6CU6MRUP1","","","Worthy",2,5,7
"355","Exp1First",3.83333333333333,1,3,2,1,1,1,1,3,8,1,1,NA,NA,NA,NA,1,3,6,5,3.5625,4.08333333333333,6,0,4,35,1,"United States of America","United States of America",3,7,7,"34BBWHLWHACB07HJEM0FOHSY7BEWIF","38O9DZ0A62O79NRI8YWHENQLSQI26L","","","Worthy",3,6,5
"356","Exp1First",4,1,3,1,2,3,2,2,3,7,3,2,1,4,5,5,NA,NA,NA,NA,2.875,3.66666666666667,6,8,6,27,1,"USA","USA",4,7,7,"3PH3VY7DJLYXVX6TEQO1OCVO3OHZWG","3XBYQ44Z6P5ZN101IVTHD4YOG5NWT7","","","Worthy",4,5,5
"357","Exp1First",3.66666666666667,1,1,3,2,1,2,4,3,6,5,4,NA,NA,NA,NA,1,3,7,5,5.0625,4.08333333333333,6.5,5,5,39,1,"United States of America","v",3,7,5,"34V1S5K3GS2KVR9AJAHYDUUI0JZ696","3BO3NEOQM0IC7AHNNEYLH8ZOD54IA1","","","Worthy",3,7,5
"358","Exp2First",4,1,1,2,3,2,2,2,3,5,6,6,NA,NA,NA,NA,1,3,3,3,3.5,3.25,4.5,0,3,34,1,"USA","USA",1,7,4,"3ZR9AIQJUBAOKAHJ0Q5QNL9B1OY042","3CKVGCS3PG650BM10OV6W4TYDHUS0C","","","Worthy",3,3,3
"359","Exp1First",4.5,1,2,1,3,2,2,2,3,3,8,6,NA,NA,NA,NA,1,4,9,8,4.4375,2.91666666666667,4,1,0,31,2,"USA","USA",4,6,4,"3PXX5PX6LXZ46M0A77C6K5RUK2RAB9","3RWB1RTQDJOQ58BC3B4RUEU59VZP8G","","","Worthy",4,9,8
"360","Exp2First",4.5,1,2,3,1,3,6,4,3,6,1,3,1,1,9,9,NA,NA,NA,NA,4.1875,3.41666666666667,6,6,2,36,1,"USA","USA",2,7,5,"3QHK8ZVMIMJL25RE4Y1WTJ75EEQBLS","3XWUWJ18TLR1VAQLN04Q0CZTE3JUUX","","","Worthy",1,9,9
"361","Exp2First",3.66666666666667,1,1,3,2,1,1,1,3,7,1,1,NA,NA,NA,NA,1,2,1,1,3.125,4.5,3.5,8,9,35,1,"United States of America","United States of America",4,7,2,"351SEKWQS0IYNK7JI6THOMAUH4SDM3","3M0556243SLZH29MVAX50H6WWKBNFZ","","","Worthy",2,1,1
"362","Exp2First",4.5,1,2,3,1,7,7,7,3,7,1,1,NA,NA,NA,NA,1,2,3,5,4.3125,4.58333333333333,7,2,7,64,1,"USA","USA",4,7,5,"36AHBNMV1RDYH1WX19HSIHX1QE7DYU","3PA41K45VN5M5U6TT6CLGEYAYBTP7T","","","Worthy",2,3,5
"363","Exp2First",4,1,2,1,3,5,3,4,3,6,4,3,1,3,7,6,NA,NA,NA,NA,4.3125,3.75,5.5,7,5,39,1,"US","US",3,7,5,"3A7Y0R2P2OPMKI6F69H121L5TS9JX7","3FULMHZ7OUYJ14RXZSMMWYK524T4MT","","","Worthy",3,7,6
"364","Exp1First",3.5,1,3,1,2,6,5,5,3,7,2,2,1,5,4,3,NA,NA,NA,NA,4.25,4.08333333333333,4.5,0,7,31,1,"USA","USA",3,7,6,"3GDTJDAPVUCM6PBS1YI12UWT6DVM86","3OPLMF3EU5OLHUJIHL03VUBGTGXNL4","","","Worthy",5,4,3
"365","Exp2First",3.83333333333333,1,2,3,1,3,3,3,3,7,1,2,NA,NA,NA,NA,1,4,1,2,3.0625,3.75,5,0,5,37,1,"United States","United States",4,7,7,"3VELCLL3GKKYPFZQGQ59SUPCV6E1FV","3XD2A6FGFNVNW5AE0KEZPFURGLOS9O","","","Worthy",4,1,2
"366","Exp1First",4.5,1,3,2,1,1,1,1,3,9,1,1,1,3,6,6,NA,NA,NA,NA,3.3125,3.83333333333333,6,1,9,66,1,"United States of America","United States of America",4,7,7,"3XIQGXAUMC9T0N5D50S4ZBGW2X97XO","3PIOQ99R7YNO0K6CQZS4MH7Z67QUN5","","","Worthy",3,6,6
"367","Exp2First",3.33333333333333,1,2,3,1,1,2,3,3,7,1,1,1,6,1,1,NA,NA,NA,NA,3.6875,4,5.5,0,13,35,2,"United States","United States",4,7,6,"3FQ5JJ512LPCJ8YTMOU45EUK630NKR","33KGGVH24UID3HTIQH5T9HT0XO2X1S","","","Worthy",6,1,1
"368","Exp1First",3,1,2,3,1,1,4,2,3,7,1,1,NA,NA,NA,NA,1,2,5,5,3.9375,4.08333333333333,6.5,5,2,42,1,"United States","United States",2,7,5,"37XITHEISWAFF8EXNIUNQFMM2RGRC6","3FJ2RVH25Z7UR6TG65ZTYXHNIRQ29W","","","Worthy",2,5,5
"369","Exp2First",4.5,1,2,3,1,9,9,9,3,9,9,1,1,9,9,1,NA,NA,NA,NA,5.75,5.25,7,10,10,33,1,"US","American",6,7,7,"3NGMS9VZTLJPFUTYNPKUHWT6WGYFFB","351S7I5UG9XFM4VIE0OQFFYOPRSNJ2","","","Worthy",9,9,1
"370","Exp1First",3.33333333333333,1,2,3,1,3,3,4,3,9,1,1,NA,NA,NA,NA,1,4,5,5,3.3125,3.16666666666667,5.5,3,9,34,1,"United States","United States",1,7,4,"3XC1O3LBOSNLYRLV4KSHTDDRKLQLTS","301KG0KX9CMN6CBZ4HNLBEFB14Y2HM","","","Worthy",4,5,5
"371","Exp1First",4.33333333333333,1,2,3,1,1,1,1,3,8,1,1,1,2,1,2,NA,NA,NA,NA,2.8125,4.16666666666667,3.5,2,14,38,1,"United States","United States",2,7,6,"3U5NZHP4LR3LK39YWI4ZWBJNE1WHPC","33W1NHWFYHM3HW56TIDOC8S6X7RZT0","","","Worthy",2,1,2
"372","Exp2First",3.16666666666667,1,3,1,2,1,3,1,3,7,2,2,1,6,4,2,NA,NA,NA,NA,4.25,4,4,2,4,57,1,"USA","USA",3,6,4,"3U8YCDAGXPHV9F4HYNC3QOAGXGG0QK","3T5ZXGO9DEPQPGDECEJT73HJD0SZQM","","","Worthy",6,4,2
"373","Exp2First",3.83333333333333,1,1,3,2,3,1,3,3,8,2,2,NA,NA,NA,NA,1,6,1,1,3.625,3.41666666666667,4.5,2,5,52,1,"USA","USA",2,7,4,"3C44YUNSI1Q48N4WAML95Q4PM93DPZ","3WKGUBL7SZNZVM9CZGL7WL5G2Z34LR","","","Worthy",6,1,1
"374","Exp1First",4,1,1,3,2,1,1,1,3,7,1,1,NA,NA,NA,NA,1,6,1,1,4,3.83333333333333,6,10,10,43,2,"USA","USA",2,7,4,"36WLNQG78ZB7WZHMNCESGOHL5HQEB9","3MG8450X2OBO35IP6E5WQ6CU6MRUP1","","","Worthy",6,1,1
"375","Exp2First",4.16666666666667,1,1,2,3,1,1,1,3,9,1,1,1,6,5,5,NA,NA,NA,NA,5.0625,3.66666666666667,7,7,3,58,1,"usa","usa",5,7,6,"3MRNMEIQW57EH2PYIUS2O9V5HZ2DL1","3O2Y2UIUCQVY9WOJYX5P8PPS2P6KFR","","","Worthy",6,5,5
"376","Exp2First",3.83333333333333,1,2,3,1,1,4,3,3,7,3,2,1,7,1,2,NA,NA,NA,NA,4.3125,3.41666666666667,5.5,4,6,50,1,"United States","united states",2,6,5,"3PIWWX1FJJ7LPY1QP520BSDQIUVJJK","3P458N04Q1IKS2BE9L57E035PUGX29","","","Worthy",7,1,2
"377","Exp1First",3.83333333333333,1,2,3,1,3,2,2,3,8,7,3,NA,NA,NA,NA,1,6,6,4,4.5,3.91666666666667,4,0,2,30,1,"usa","usa",4,7,3,"3VE8AYVF8MYG0FJBFBEO74CK9CJ8FL","3HFWPF5AK9K1H3LYJBDPY2R5GTES37","","","Worthy",6,6,4
"378","Exp1First",4,1,3,2,1,1,3,3,3,6,2,3,1,1,8,5,NA,NA,NA,NA,4.0625,4.16666666666667,6,5,9,38,2,"USA","USA",4,7,3,"31UV0MXWNQDHNO2ZILD6YHFLNEA5I7","3RWB1RTQDJOQ58BC3B4RUEU59VZP8G","","","Worthy",1,8,5
"379","Exp2First",4,1,3,2,1,1,5,5,3,9,1,1,NA,NA,NA,NA,1,7,1,1,2.75,3.25,3.5,2,17,59,1,"USA","USA",4,7,7,"3U5JL4WY5KAWH0NU32UXWZWMBVL4X3","3RWB1RTQDJOQ58BC3B4RUEU59VZP8G","","","Worthy",7,1,1
